Gene.symbol,GSM1057835,GSM1057836,GSM1057837,GSM1057838,GSM1057839,GSM1057840,GSM1057841,GSM1057842,GSM1057843,GSM1057844,GSM1057845,GSM1057846,GSM1057847,GSM1057848,GSM1057849,GSM1057850,GSM1057851,GSM1057852,GSM1057853,GSM1057854,GSM1057855,GSM1057856,GSM1057857,GSM1057858,GSM1057859,GSM1057860,GSM1057861,GSM1057862,GSM1057863,GSM1057864,GSM1057865,GSM1057866,GSM1057867,GSM1057868,GSM1057869,GSM1057870,GSM1057871,GSM1057872,GSM1057873,GSM1057874,GSM1057875,GSM1057876,GSM1057877,GSM1057878,GSM1057879,GSM1057880,GSM1057881,GSM1057882,GSM1057883,GSM1057884,GSM1057885,GSM1057886,GSM1057887,GSM1057888,GSM1057889,GSM1057890,GSM1057891,GSM1057892,GSM1057893,GSM1057894,GSM1057895,GSM1057896,GSM1057897,GSM1057898,GSM1057899,GSM1057900,GSM1057901,GSM1057902,GSM1057903,GSM1057904,GSM1057905,GSM1057906,GSM1057907,GSM1057908,GSM1057909,GSM1057910,GSM1057911,GSM1057912,GSM1057913,GSM1057914,GSM1057915,GSM1057916,GSM1057917,GSM1057918,GSM1057919,GSM1057920,GSM1057921,GSM1057922,GSM1057923,GSM1057924,GSM1057925,GSM1057926,GSM1057927,GSM1057928,GSM1057929,GSM1057930,GSM1057931,GSM1057932,GSM1057933,GSM1057934,GSM1057935,GSM1057936,GSM1057937,GSM1057938,GSM1057939,GSM1057940,GSM1057941,GSM1057942
MAT2A,0.870482063,0.888121915,0.895532256,0.882936936,0.828797403,0.897094893,0.911213625,0.891256486,0.907868595,0.82917741,0.932328333,0.936692356,0.888358946,0.860956703,0.877535252,0.918628805,0.788650866,0.868960322,0.681327531,0.8748941,0.850323654,0.859592886,0.880153285,0.905080523,0.883068715,0.849089928,0.815262445,0.911080429,0.79887929,0.769307885,0.888877258,0.873135391,0.822143697,0.922416047,0.784698963,0.89188379,0.811526089,0.884764684,0.896916002,0.754403638,0.613555717,0.908219473,0.914317919,0.89428263,0.901263103,0.909487507,0.908937489,0.908488067,0.914890577,0.899979063,0.898935246,0.882266126,0.924960935,0.912670782,0.790808209,0.891666613,0.789251316,0.885966073,0.922538592,0.894331302,0.913892959,0.93161977,0.934249264,0.909066411,0.824914434,0.907352962,0.909630091,0.887056614,0.801957247,0.792439843,0.850813197,0.939486983,0.892621388,0.910822393,0.938493443,0.851440694,0.792739265,0.865218406,0.909287525,0.787949958,0.872077628,0.852757179,0.918517181,0.850233201,0.903357368,0.855460909,0.870040567,0.90906618,0.89109411,0.896186292,0.927522737,0.87518052,0.897509214,0.854241244,0.754995344,0.840907209,0.868290129,0.811260239,0.860518219,0.906791006,0.874132821,0.882084543,0.72952308,0.726611555,0.808523402,0.808232191,0.6841905,0.532032849
STMN1,0.935426253,0.838875151,0.856372114,0.812125768,0.802533757,0.813679119,0.774201039,0.76563261,0.807224028,0.809842889,0.552362436,0.794191281,0.842817465,0.768048679,0.743229669,0.857860792,0.841298099,0.703715742,0.839975291,0.733873457,0.638045537,0.708134738,0.85518783,0.702416701,0.758582764,0.781753023,0.831818458,0.754633424,0.820465839,0.627265917,0.739073877,0.607895548,0.923264053,0.826281283,0.670753788,0.893479303,0.946443556,0.72665223,0.858093625,0.804434707,0.950139538,0.73661516,0.820246651,0.923822687,0.866249426,0.717192556,0.763039997,0.872417931,0.799377964,0.724245189,0.847610881,0.739646848,0.70257838,0.731225006,0.783958681,0.814514945,0.759662551,0.627282244,0.796745481,0.834295417,0.805015586,0.676613974,0.837154822,0.751460787,0.664180587,0.786471213,0.770116283,0.79405365,0.879174848,0.783570212,0.863631243,0.881478229,0.744446241,0.826660364,0.756772758,0.77572561,0.619249225,0.74402879,0.857412447,0.827977465,0.769615903,0.788347225,0.820895887,0.678460694,0.712859396,0.638215768,0.77919836,0.838301988,0.719582583,0.855228202,0.826454253,0.889690333,0.84353038,0.85679982,0.757435291,0.855534869,0.731370444,0.750286794,0.938306281,0.713658615,0.832325858,0.917377991,0.84639488,0.824552758,0.92091457,0.916008499,0.931054177,0.941025787
ODC1,0.962918167,0.947782184,0.960327617,0.916150251,0.95578228,0.944107346,0.957513993,0.912888004,0.940627634,0.87755956,0.940107413,0.959034085,0.959184554,0.937035518,0.960473536,0.943166786,0.95994189,0.941870359,0.960719627,0.932213292,0.929299621,0.933618876,0.960975713,0.952268649,0.956507177,0.954009145,0.944891076,0.944601919,0.969358562,0.933174354,0.951886692,0.93489887,0.913473668,0.979590666,0.931837751,0.740929252,0.889359756,0.963566472,0.971383418,0.956423713,0.923509912,0.902357203,0.920264293,0.929813525,0.933901787,0.968106022,0.925167903,0.901471642,0.933598189,0.907050511,0.958887537,0.940116355,0.953004966,0.96704033,0.960567084,0.938345464,0.975927878,0.96141608,0.937404748,0.90180473,0.951541376,0.915242569,0.929168141,0.941348449,0.931202338,0.941635594,0.949036281,0.944785775,0.931240659,0.943188239,0.959612623,0.920046616,0.910883943,0.940058144,0.951824574,0.92327345,0.930457921,0.924244295,0.947060151,0.952434012,0.962216315,0.939424889,0.929689072,0.958732411,0.947934013,0.923515062,0.942587805,0.804583673,0.921282885,0.958574473,0.929026504,0.968723686,0.955658052,0.85719911,0.919002216,0.962522281,0.916085095,0.928011344,0.930887322,0.902216872,0.93896749,0.921137573,0.938394833,0.954335895,0.973474652,0.967879476,0.973405541,0.970812185
CIRBP,0.953745494,0.941273895,0.942568212,0.962146229,0.933834761,0.892411812,0.93904743,0.952105968,0.90443158,0.853465959,0.912045368,0.924236482,0.919416184,0.895945834,0.890130376,0.934708449,0.945012105,0.88512845,0.954636802,0.910364068,0.875186524,0.913504322,0.899074454,0.93330097,0.908341697,0.836732235,0.867820872,0.87655939,0.937856908,0.939328508,0.899349919,0.866720739,0.954715815,0.926873516,0.967005619,0.951209607,0.886085918,0.920864428,0.911051387,0.939812002,0.94206907,0.817264845,0.939487118,0.929745016,0.938022892,0.938099362,0.93858057,0.94632861,0.94241081,0.938493455,0.952614936,0.955179227,0.925956817,0.952746743,0.829171263,0.899318696,0.940622216,0.943400759,0.95226605,0.951231743,0.952763758,0.948044292,0.812555367,0.876878869,0.903415982,0.945005125,0.940555925,0.913399985,0.951052854,0.920677799,0.963515619,0.933153013,0.936169796,0.804420548,0.958877943,0.899208332,0.929562759,0.932077035,0.95627442,0.940932902,0.879487981,0.923600939,0.962958343,0.793625209,0.909671116,0.875377528,0.923319154,0.947612703,0.742577444,0.881141474,0.889910189,0.915824669,0.923491006,0.941979013,0.908186884,0.88640906,0.948879038,0.878391061,0.925817187,0.939269225,0.870210747,0.921958193,0.896473441,0.938888235,0.96647754,0.968168361,0.967032519,0.975536822
PRDX6,0.93728081,0.931744068,0.920936333,0.929708107,0.932965112,0.886459725,0.933099797,0.931908151,0.90983688,0.8961785,0.922566283,0.93628211,0.952608657,0.911626855,0.912639134,0.936813321,0.948666262,0.897905295,0.934650957,0.900225565,0.910347619,0.904734825,0.922151261,0.942555652,0.94418209,0.924823372,0.930007274,0.899236636,0.920777842,0.888003815,0.893858439,0.909132424,0.951683888,0.923822311,0.934271091,0.889404243,0.926634836,0.945882073,0.938165721,0.910755358,0.915197763,0.913111939,0.946444817,0.926714158,0.920719551,0.937032705,0.925970904,0.900484712,0.910635107,0.932349685,0.904380197,0.946041524,0.918228542,0.947289406,0.922378643,0.876116496,0.918204016,0.947800259,0.921653138,0.930676023,0.956584622,0.926269675,0.953069207,0.941458874,0.90158782,0.943673976,0.935432904,0.95453211,0.929933322,0.914646607,0.92603511,0.955691064,0.917015194,0.921587153,0.915829566,0.887109644,0.899600459,0.921533552,0.939687318,0.898708851,0.903536193,0.925520931,0.945217759,0.880098869,0.905201656,0.846880352,0.888967334,0.956203028,0.921742204,0.946640621,0.883650525,0.923139068,0.867187045,0.933256389,0.892080111,0.862143246,0.912270599,0.903289342,0.949664875,0.940095692,0.929413809,0.952386031,0.902536226,0.818221618,0.965769579,0.962046117,0.966431288,0.961961054
H2AFZ,0.947254986,0.970324086,0.968234678,0.966263534,0.97956872,0.971918883,0.960965944,0.954240967,0.972968278,0.959932645,0.959335867,0.959177944,0.967144147,0.981015333,0.974023962,0.963284638,0.962721711,0.961119944,0.973699053,0.949425363,0.944398466,0.964874429,0.9615954,0.945002925,0.958914916,0.975399928,0.96833267,0.963435902,0.979511214,0.960084897,0.957955726,0.943849754,0.977815417,0.983708689,0.959987698,0.978867667,0.983573475,0.963996449,0.977787885,0.980016754,0.984533466,0.957942761,0.982014174,0.980486316,0.961744608,0.904911916,0.940028624,0.960935383,0.930869011,0.966397821,0.964385251,0.937761662,0.952974448,0.970887307,0.958588912,0.938121067,0.973157646,0.948235695,0.973236907,0.959904681,0.965575374,0.937906003,0.978058103,0.980181082,0.946349703,0.965996923,0.968302228,0.979372912,0.978970756,0.952573807,0.971268164,0.97461068,0.960333437,0.955316157,0.973048773,0.976567433,0.937528794,0.974822776,0.95314247,0.960906715,0.980612786,0.980855502,0.967464172,0.965662132,0.974678636,0.965856929,0.969682932,0.977838007,0.938074442,0.959003845,0.930864052,0.98242518,0.963264655,0.954048225,0.959478551,0.968541255,0.959477947,0.964367962,0.971852692,0.928458955,0.949198455,0.978238177,0.928153525,0.936795358,0.983357361,0.982876659,0.982456855,0.981443247
SSR1,0.961152341,0.959311384,0.969100742,0.950057141,0.957525256,0.923749774,0.942254115,0.947107467,0.958051629,0.945371321,0.921898422,0.915974021,0.957468988,0.944942065,0.91209419,0.927138482,0.956068139,0.95945149,0.948105677,0.973077051,0.964670799,0.955579606,0.947875101,0.936622843,0.947188111,0.949625896,0.95273807,0.933846026,0.959926115,0.949371394,0.918839223,0.945808547,0.946347288,0.954149003,0.951393969,0.934077275,0.949351687,0.864258966,0.923673226,0.921674847,0.957375792,0.93861281,0.96154531,0.947815188,0.969958862,0.926983474,0.938489676,0.965801805,0.972219376,0.952584796,0.932068153,0.938626039,0.941593499,0.933277899,0.924148962,0.951939635,0.907092039,0.946201485,0.955122542,0.963255441,0.96368361,0.9487931,0.93374087,0.955000805,0.975192397,0.964121396,0.945295447,0.94224045,0.968457109,0.962435219,0.966426144,0.961169647,0.957126239,0.94299998,0.93960286,0.928326212,0.960106475,0.965612253,0.926583077,0.939371568,0.910572428,0.96198226,0.963509918,0.941379115,0.950820773,0.95953993,0.946457997,0.968715864,0.935160144,0.928611595,0.956001818,0.946652213,0.92421365,0.935098066,0.923891564,0.961232521,0.943428646,0.952207825,0.982254479,0.974695104,0.975679158,0.973762038,0.947607508,0.853426143,0.98090919,0.980148616,0.970287642,0.974314352
SERP1,0.888972335,0.788329476,0.892294389,0.884121298,0.906383351,0.827515617,0.860199686,0.86689455,0.852113412,0.823234885,0.922031216,0.802281806,0.901060972,0.867037664,0.843847906,0.857877398,0.877723638,0.870843523,0.895586063,0.881505029,0.86279314,0.848087508,0.827067857,0.814311214,0.827786526,0.838269982,0.862068627,0.801270241,0.841845201,0.806804798,0.813687797,0.827217452,0.846638249,0.825032132,0.857443551,0.857744045,0.790770175,0.789875332,0.854901659,0.914737663,0.828494242,0.784250411,0.853661357,0.868955303,0.837841966,0.819719035,0.832182324,0.814075955,0.901100831,0.869093379,0.800333871,0.735249483,0.791615823,0.829520085,0.759327107,0.781880658,0.767053513,0.855262757,0.83192459,0.900385119,0.898572659,0.880309906,0.77599324,0.860190121,0.855122992,0.877949207,0.82669975,0.857818693,0.876671361,0.847709094,0.917367303,0.895216308,0.877650827,0.808370538,0.899646243,0.891656904,0.850726879,0.862140935,0.7427765,0.808636012,0.819329029,0.829389602,0.839260612,0.792923627,0.749985412,0.852936546,0.784651219,0.895198733,0.763877022,0.777859696,0.783914003,0.790737976,0.713466133,0.818183038,0.808473124,0.759945189,0.815720727,0.760387945,0.882394118,0.908170632,0.852444065,0.924893396,0.851651048,0.806250992,0.935144858,0.928365952,0.929506035,0.930681094
HADH,0.828385135,0.760416612,0.855562429,0.680406701,0.827495231,0.784961904,0.73698993,0.869055664,0.675367466,0.716653539,0.758105164,0.606524665,0.785664968,0.697440455,0.74187736,0.690279614,0.79941847,0.683168109,0.87541323,0.700596283,0.745751291,0.694244068,0.810550678,0.786870641,0.830271037,0.773856857,0.708422106,0.614155863,0.782144072,0.657919578,0.722068765,0.752210899,0.84908463,0.823773865,0.661723419,0.830000815,0.819129055,0.795992713,0.729383304,0.762014627,0.894105331,0.678883744,0.829287181,0.796975133,0.775201373,0.744656367,0.829347149,0.770509419,0.832492527,0.790589769,0.836384599,0.761210863,0.827933228,0.755205455,0.664247103,0.699128734,0.693778406,0.805935776,0.834055398,0.822560389,0.807016067,0.750344488,0.768561626,0.695266929,0.721446444,0.812357326,0.769497329,0.826128162,0.777511363,0.775404067,0.910377648,0.914148322,0.77915639,0.753073329,0.87949012,0.936268833,0.735655365,0.705975575,0.713619549,0.668530016,0.657071461,0.744363471,0.641324545,0.811280697,0.788501487,0.686942035,0.661792777,0.770188792,0.691044333,0.745580046,0.671503669,0.811770399,0.684832449,0.758912922,0.710012573,0.758851809,0.530154969,0.716541631,0.689923436,0.704504796,0.677758298,0.795926883,0.71879316,0.6475225,0.921766141,0.913323638,0.890686413,0.869267931
ANP32A,0.57189977,0.508289287,0.629557397,0.514089187,0.530342455,0.59901607,0.729048449,0.623837045,0.642157716,0.568936349,0.522145565,0.52973009,0.689099752,0.649202294,0.578575985,0.581335898,0.561390636,0.547429129,0.328214413,0.554014664,0.571597449,0.60430096,0.702143496,0.395806496,0.625228724,0.619374178,0.482557743,0.49417528,0.634130651,0.669883468,0.499224668,0.646960433,0.574498839,0.71153554,0.609492887,0.462869342,0.488730038,0.498796609,0.619285911,0.15971079,0.404262492,0.685689336,0.646647488,0.657871375,0.57613782,0.37807361,0.645304911,0.36394684,0.673645681,0.705433582,0.625560136,0.613724311,0.754350136,0.553088388,0.517391933,0.449245458,0.306602976,0.43106476,0.601112324,0.55441228,0.503010242,0.549105195,0.606408973,0.634773376,0.610654103,0.720827907,0.696910433,0.67432571,0.332911238,0.344738393,0.379579501,0.620072942,0.641684974,0.502063272,0.589543957,0.784028963,0.459825155,0.596753076,0.441369325,0.670767168,0.619164148,0.571914531,0.604193028,0.59618136,0.560543503,0.582093291,0.632391884,0.654767429,0.629843325,0.592422154,0.497151414,0.579353264,0.508993725,0.531020543,0.531304866,0.52686454,0.571333387,0.522562264,0.631449198,0.572849361,0.572317818,0.672234209,0.063648958,0.195858853,0.557881962,0.545880681,0.369154614,0.020598263
WTH3DI///RAB6A,0.189592059,0.338820749,0.427405431,0.540218871,0.493608262,0.421681544,0.391529782,0.670478325,0.528785207,0.481123867,0.228858593,0.462848417,0.163265306,0.61449751,0.457178897,0.627895783,0.386281658,0.526382843,0.422162669,0.472567256,0.453491257,0.303529405,0.331299641,0.33829492,0.407715344,0.401746683,0.615186067,0.313221987,0.06246907,0.525125679,0.557553265,0.417605473,0.497342998,0.379034005,0.466459016,0.599138724,0.531409809,0.486814225,0.552476885,0.400587104,0.37930934,0.480569122,0.309048642,0.466933544,0.069279354,0.50281043,0.446299728,0.356100391,0.049221977,0.334142975,0.392016724,0.355027392,0.409632968,0.461263124,0.439604751,0.543426244,0.494459952,0.476989216,0.498255866,0.410107697,0.496076835,0.496702131,0.395981852,0.215217145,0.294275068,0.254990462,0.473624063,0.430338438,0.419670529,0.547521242,0.513469713,0.394672484,0.414026741,0.421513203,0.478402246,0.406929464,0.49247359,0.310618915,0.432954805,0.552088105,0.464182905,0.418403913,0.522145962,0.55266013,0.546287933,0.519478896,0.523070897,0.36943216,0.490180521,0.446523677,0.521103261,0.598923314,0.433334118,0.422139455,0.42297688,0.432125134,0.416993102,0.131507909,0.327828904,0.405477144,0.352110143,0.176935488,0.300924481,0.435357755,0.123009964,0.253882398,0.075526529,0.136420911
ATP6V1B2,0.949094606,0.914563017,0.935263467,0.901190563,0.925729516,0.920505499,0.923584478,0.931539085,0.93962534,0.939507673,0.784690769,0.928957657,0.869586778,0.961555824,0.923846678,0.947467549,0.945227778,0.940890926,0.929494628,0.961078022,0.967951406,0.965282271,0.947188548,0.946575629,0.960406282,0.959116293,0.95445041,0.965616461,0.815736746,0.962751381,0.956575384,0.965930393,0.848914684,0.941756155,0.892500663,0.877994799,0.914594436,0.919138823,0.870897671,0.928835127,0.894709584,0.96206429,0.938883819,0.897786062,0.947956933,0.953188047,0.964105155,0.945473443,0.932279595,0.95512773,0.893964027,0.952156699,0.951866348,0.90788148,0.960221107,0.94473311,0.956521397,0.961983881,0.910243867,0.941420906,0.934127475,0.965385093,0.809998725,0.967609117,0.972000871,0.954094052,0.940760871,0.945876376,0.92471728,0.925138238,0.894475748,0.924179933,0.959320794,0.945566075,0.921050742,0.937898566,0.963179375,0.961714289,0.943835011,0.935595571,0.965821808,0.960640613,0.899924962,0.952127121,0.934931395,0.979762057,0.960404065,0.948755944,0.895486363,0.933762348,0.965617145,0.939316104,0.922968785,0.94689183,0.960231433,0.958688168,0.9141056,0.976679637,0.952058773,0.919105083,0.919641593,0.949461626,0.841963702,0.899493819,0.830445861,0.826764669,0.829839348,0.812869164
RAB5C,0.586827855,0.381827166,0.714944518,0.70179701,0.782548649,0.6482838,0.665944901,0.66855381,0.626297431,0.635232343,0.828183875,0.689884892,0.549425108,0.466749919,0.475225655,0.643296812,0.686055128,0.733616947,0.745830667,0.744824384,0.785611952,0.668573571,0.721119787,0.655961702,0.678568109,0.654365943,0.614683309,0.692241926,0.725148109,0.60180611,0.464454271,0.769918378,0.742848365,0.715219641,0.590644313,0.596928376,0.660739885,0.531597774,0.692636398,0.360570542,0.390818624,0.805125824,0.614812959,0.734599632,0.674207121,0.510304967,0.6162281,0.561629394,0.77211404,0.673399249,0.666436914,0.638105335,0.725932545,0.619638631,0.463002042,0.576518943,0.564820074,0.638311428,0.752761101,0.742897336,0.621360381,0.804440077,0.46051101,0.684893119,0.756730048,0.803324175,0.479015405,0.65284608,0.512418016,0.640748627,0.589437031,0.702874218,0.682279703,0.685599398,0.705949652,0.783182095,0.82087458,0.71084765,0.606508826,0.703934796,0.589666075,0.856899206,0.707932202,0.719229212,0.63527307,0.84495469,0.778960863,0.512785916,0.720918105,0.659740035,0.565979179,0.705650266,0.438994908,0.548133071,0.556699108,0.533377069,0.605151346,0.804433282,0.614673298,0.54477665,0.653648223,0.652255909,0.437755118,0.689377057,0.4387611,0.582993571,0.324627958,0.350348065
UBA2,0.938656666,0.821606972,0.857882211,0.848720462,0.866503349,0.800457549,0.839744719,0.868448508,0.84745789,0.8712387,0.862822072,0.85009398,0.826049012,0.801689237,0.841949392,0.794229713,0.874802102,0.838210015,0.907268645,0.882137034,0.845296314,0.820430094,0.823811847,0.780759168,0.86510983,0.823406953,0.864613584,0.758894651,0.881778235,0.793108245,0.828257659,0.788015119,0.893319262,0.919119208,0.847849103,0.826944442,0.854391691,0.788461981,0.870203583,0.862436931,0.909631311,0.793139463,0.847444429,0.879479764,0.787949028,0.88218241,0.802332642,0.831406754,0.769347415,0.733784398,0.808259298,0.761461968,0.564885551,0.899263455,0.809287941,0.790711881,0.875613872,0.807667939,0.84167943,0.879527966,0.904538678,0.813730521,0.83369075,0.810604737,0.72892712,0.857972326,0.818264067,0.809372041,0.870177487,0.782866362,0.922278763,0.894947974,0.779534678,0.789458059,0.843732359,0.845717856,0.775422632,0.866864667,0.709872941,0.847327721,0.84377479,0.799134729,0.861616623,0.847516751,0.842261562,0.831573223,0.793891627,0.882406564,0.775637726,0.805186056,0.810656891,0.87941874,0.732973857,0.829970759,0.789276238,0.797546074,0.809268029,0.806486431,0.862927975,0.872672597,0.757097224,0.866564694,0.769351937,0.570668023,0.940275217,0.923145645,0.930105621,0.935585073
AMD1,0.874956531,0.819095088,0.836956187,0.924241883,0.909845423,0.773289891,0.843065628,0.884734221,0.766529559,0.83110441,0.502619685,0.821202469,0.753178716,0.769862478,0.790629595,0.794202208,0.842770579,0.790521167,0.871047843,0.810965654,0.841845829,0.767766861,0.791371985,0.841846266,0.797927861,0.834733229,0.776390712,0.776220096,0.873039734,0.777401411,0.865066649,0.812481296,0.870076959,0.914617754,0.961116827,0.850469008,0.843224245,0.898179499,0.869671339,0.882893803,0.890406148,0.79425987,0.888359443,0.918289823,0.856966857,0.876238046,0.879959686,0.841827968,0.840724587,0.879295201,0.933323272,0.885429533,0.866425169,0.841687165,0.83629486,0.826358173,0.883548369,0.892219087,0.942666801,0.944710574,0.937019034,0.886142844,0.858614812,0.739694178,0.749885241,0.871812548,0.841099534,0.874574586,0.886207491,0.787215252,0.960344466,0.928164166,0.870788717,0.804240357,0.901240294,0.86401656,0.800730896,0.895389301,0.914827125,0.860636429,0.863468784,0.739725836,0.813529488,0.766662463,0.870132905,0.78769933,0.821971154,0.896257205,0.775305165,0.82319494,0.85661299,0.855228007,0.743653012,0.883027829,0.702678233,0.76638308,0.884134547,0.729166988,0.820906647,0.928341809,0.85502043,0.90584894,0.871665784,0.741686786,0.948802012,0.930663196,0.941921027,0.932215969
PCNA,0.77898576,0.898278292,0.88631442,0.789104704,0.892922966,0.918786171,0.854962291,0.78062437,0.912975008,0.858283281,0.941100584,0.87902901,0.907118665,0.930468056,0.889459025,0.80486476,0.932875148,0.908587051,0.900810814,0.898000259,0.884277176,0.886122863,0.904666795,0.892419186,0.926898188,0.881060436,0.907922206,0.844885961,0.918896562,0.82573509,0.882573652,0.909806422,0.957901971,0.956764631,0.826158356,0.949658841,0.96434305,0.889953323,0.934689526,0.935689086,0.965117587,0.864015678,0.942462523,0.96012902,0.891297997,0.912620826,0.886229366,0.924238706,0.796061236,0.865095614,0.941158967,0.836020107,0.847737252,0.936832679,0.943262987,0.874466724,0.957049067,0.888637965,0.922506306,0.887247201,0.924965451,0.863170117,0.935303522,0.930919974,0.826790271,0.932171938,0.917890207,0.918458292,0.938414762,0.908627772,0.945390793,0.929098271,0.917597484,0.916982798,0.949315112,0.941577703,0.819795331,0.902476425,0.869632823,0.833910467,0.940022207,0.945697584,0.896075119,0.915312535,0.922061864,0.835883455,0.924639756,0.930750404,0.788146774,0.902702277,0.890445751,0.954763253,0.882455219,0.911157711,0.872327768,0.920485165,0.862036417,0.888802405,0.918501122,0.738184555,0.871950014,0.933115974,0.694497551,0.761868009,0.960224382,0.95942126,0.952829432,0.96397266
PLS3,0.287971033,0.097797746,0.142857143,0.016955688,0.23230346,0.230198042,0.201523093,0.224220138,0.260303221,0.106772988,0.170031983,0.242759199,0.386245519,0.017331041,0.170212169,0.270405707,0.270282606,0.205473997,0.020182308,0.119168081,0.221407901,0.209271825,0.209253832,0.18808463,0.115230911,0.192679613,0.123441667,0.094158538,0.351485272,0.302587137,0.162061225,0.105593509,0.647305572,0.261588201,0.46503926,0.704237489,0.757713017,0.092065701,0.804729865,0.450808179,0.750460506,0.127456357,0.181591292,0.213412496,0.760688335,0.747452785,0.11326901,0.016264813,0.50288492,0.016458228,0.391509445,0.180634695,0.356766749,0.269349467,0.185091542,0.282317603,0.226991306,0.388344174,0.153414123,0.205718405,0.249975632,0.021301095,0.31540892,0.307647765,0.20258253,0.263027987,0.227686611,0.221711106,0.347108027,0.434697357,0.807691768,0.138284742,0.19624687,0.349282192,0.029628427,0.181246869,0.017246899,0.234093632,0.017785759,0.260574565,0.355791773,0.242178422,0.270059689,0.438011986,0.302163424,0.082378965,0.006262604,0.226893455,0.769537183,0.243651049,0.256430469,0.258328435,0.182539715,0.325441187,0.266970983,0.228424848,0.256494974,0.271591397,0.271008299,0.30735712,0.216518463,0.419932517,0.020408163,0.318852542,0.666814627,0.659369754,0.692612769,0.687871076
TOP2A,0.013303534,0.52554314,0.782284014,0.508989594,0.399800118,0.83104749,0.612746016,0.391707009,0.613676725,0.388431431,0.582486123,0.301333342,0.629408027,0.556179684,0.518406012,0.428807958,0.578293617,0.643718563,0.321343599,0.726142376,0.584390847,0.7040271,0.451047634,0.681235886,0.623485384,0.682514694,0.509978855,0.376767589,0.605478727,0.484214015,0.639277586,0.665318981,0.80908833,0.785048232,0.51673191,0.772708564,0.660142616,0.561868775,0.608807935,0.673018837,0.714914394,0.573428338,0.844630053,0.727916514,0.757381891,0.514508013,0.591052807,0.795513442,0.365613459,0.65495562,0.611674107,0.412314017,0.478377655,0.709224335,0.911735497,0.516187663,0.844065913,0.436875061,0.623908043,0.485108334,0.758005306,0.461576063,0.750682353,0.85595964,0.510329869,0.752762307,0.84331322,0.725977683,0.717170332,0.703480755,0.464530881,0.898464433,0.800303174,0.6905769,0.841748702,0.595556307,0.297262516,0.742859673,0.5613393,0.408502411,0.847438332,0.850657024,0.622225191,0.757411935,0.807322441,0.659017336,0.486793009,0.857832465,0.731792544,0.692140922,0.692207377,0.81317728,0.590772012,0.44214127,0.568896746,0.601299435,0.497572884,0.658812748,0.758767095,0.29745019,0.566066157,0.78896634,0.346938776,0.505768518,0.920321393,0.90965682,0.837246468,0.904775187
NDUFA5,0.773256348,0.676512272,0.697427387,0.667556054,0.783686647,0.589357664,0.635107646,0.645204375,0.750859135,0.588787611,0.840302942,0.610076926,0.675713934,0.627574932,0.661486763,0.665030923,0.801038212,0.642971464,0.768535584,0.724962416,0.631784576,0.667165834,0.554017407,0.634196919,0.693926264,0.519081372,0.819116769,0.578326592,0.625737599,0.559639527,0.672552369,0.507342405,0.773160182,0.897872096,0.543522051,0.781538908,0.681757829,0.615910614,0.709003874,0.7313932,0.804686341,0.539593398,0.625117739,0.783372055,0.568879496,0.616628811,0.610404563,0.727271375,0.431288754,0.61466984,0.667767013,0.660041024,0.611362543,0.67306064,0.562926731,0.674077789,0.73776494,0.531793818,0.683432942,0.712508318,0.821724507,0.558494912,0.591641741,0.536092705,0.69901505,0.708712799,0.620841968,0.740908944,0.567183257,0.662690651,0.771861957,0.774732741,0.718216017,0.707774453,0.869311028,0.763771388,0.634831056,0.702397489,0.491423038,0.752358951,0.712329471,0.592863803,0.69148922,0.607996412,0.789795521,0.676117653,0.746069459,0.829553557,0.748688275,0.502528846,0.640950439,0.6417201,0.52327526,0.768529753,0.543052372,0.594006824,0.606038016,0.683624732,0.817519834,0.841068396,0.747869303,0.841983243,0.690415892,0.584400114,0.866437871,0.828386122,0.821206298,0.801608365
MIR6733///EBNA1BP2,0.835150901,0.574687499,0.614124271,0.654020416,0.655416715,0.497614342,0.630401231,0.552002949,0.584794979,0.496925937,0.678761512,0.675711538,0.765061052,0.52393186,0.709386662,0.521564845,0.73043837,0.560655721,0.61090361,0.543707026,0.498662487,0.559160463,0.585984298,0.49554394,0.535187458,0.712754325,0.562095651,0.538821563,0.648692589,0.4656136,0.557553265,0.549128776,0.593489413,0.768144776,0.422768503,0.554901017,0.686778141,0.663805179,0.67239277,0.574963946,0.716875524,0.462453879,0.585441154,0.653754345,0.597290929,0.618287343,0.619808916,0.597801482,0.643055962,0.641651122,0.57628306,0.522425584,0.759829065,0.694671695,0.568385911,0.511651795,0.658987181,0.555450779,0.662828403,0.669950817,0.643161292,0.554758936,0.643724123,0.770735485,0.634828038,0.666254424,0.664926949,0.78176135,0.687919481,0.484498368,0.619021199,0.792351181,0.51601801,0.635800361,0.521470526,0.75097173,0.572398259,0.579872322,0.638020184,0.578858188,0.574496801,0.634338574,0.654711561,0.626321098,0.680335296,0.515371761,0.550201032,0.610138248,0.610684564,0.65841196,0.55333667,0.773156992,0.650813778,0.590222498,0.41590812,0.575503141,0.619345708,0.467310001,0.681440759,0.606740023,0.500730183,0.673942471,0.492367527,0.434210852,0.756617704,0.754923294,0.842812897,0.845852005
